iso3c,country,variablename,dimension,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SWZ,Eswatini,Strength of civil society,Environmental,,,,,,,,,0.21,
SWZ,Eswatini,Strength of civil society,Societal,,,,,,,,,0.21,
SWZ,Eswatini,Unemployment rate,Economic,,,,,,,,,22.4769992828369,
SWZ,Eswatini,Uprooted people,Societal,,,,,,,,,2.1,
SWZ,Eswatini,Urbanisation,Environmental,,,,,,,,,1.74553277780684,
SWZ,Eswatini,Urbanisation,Societal,,,,,,,,,1.74553277780684,
SWZ,Eswatini,Voice and accountability,Political,,,,,,,,,-1.33905,
SWZ,Eswatini,Voice and accountability,Societal,,,,,,,,,-1.33905,
SWZ,Eswatini,Women in parliament,Political,,,,,,,,,7.2,
SYC,Seychelles,Access to justice,Societal,,,,,,,,,0.835,
SYC,Seychelles,Aid dependency,Economic,,,,,,,,,0.5,
SYC,Seychelles,Battle-related deaths,Security,,,,,,,,,0,
SYC,Seychelles,Clientelism,Political,,,,,,,,,0.396,
SYC,Seychelles,Conflict risk,Security,,,,,,,,,0,
SYC,Seychelles,Control over territory,Security,,,,,,,,,95,
SYC,Seychelles,Corruption,Political,,,,,,,,,66,
SYC,Seychelles,Debt,Economic,,,,,,,,,56.92,
SYC,Seychelles,Disaster risk,Environmental,,,,,,,,,2.8,
SYC,Seychelles,Education,Economic,,,,,,,,,0.752,
SYC,Seychelles,Environmental performance,Environmental,,,,,,,,,66.02,
SYC,Seychelles,Food insecurity,Economic,,,,,,,,,3.7,
SYC,Seychelles,Food insecurity,Environmental,,,,,,,,,3.7,
SYC,Seychelles,Formal alliances,Security,,,,,,,1,,,
SYC,Seychelles,GDP growth,Economic,,,,,,,,,2.64314769997245,
SYC,Seychelles,GINI,Societal,,,,,,,,46.8199996948242,,
SYC,Seychelles,Government effectiveness,Environmental,,,,,,,,,0.502284,
SYC,Seychelles,Government effectiveness,Political,,,,,,,,,0.502284,
SYC,Seychelles,Homicide rate,Security,,,,,,,12.7,,,
SYC,Seychelles,Horizontal inequality,Societal,,,,,,,,,1.422,
SYC,Seychelles,Impact of terrorism,Security,,,,,,,,,0,
SYC,Seychelles,Infectious diseases,Environmental,,,,,,,,99.0379969692158,,
SYC,Seychelles,Judicial constraints,Political,,,,,,,,,0.885,
SYC,Seychelles,Legislative constraints,Political,,,,,,,,,0.714,
SYC,Seychelles,Non-state and one-sided violence,Security,,,,,,,,,0,
SYC,Seychelles,Physical integrity,Political,,,,,,,,,0.863,
SYC,Seychelles,Regional government independence,Political,,,,,,,,,0,
SYC,Seychelles,Regulatory quality,Economic,,,,,,,,,-0.1489415,
SYC,Seychelles,Remoteness,Economic,,,,,,,59.7065277099609,,,
SYC,Seychelles,Resource dependence,Economic,,,,,,,,0.107254226272661,,
SYC,Seychelles,Rule of law,Environmental,,,,,,,,,0.2000629,
SYC,Seychelles,Rule of law,Security,,,,,,,,,0.2000629,
SYC,Seychelles,Socio-economic vulnerability,Economic,,,,,,,,,2.5,
SYC,Seychelles,Socio-economic vulnerability,Environmental,,,,,,,,,2.5,
SYC,Seychelles,Stability,Political,,,,,,,,,0.6970197,
SYC,Seychelles,Strength of civil society,Environmental,,,,,,,,,0.715,
SYC,Seychelles,Strength of civil society,Societal,,,,,,,,,0.715,
SYC,Seychelles,Uprooted people,Societal,,,,,,,,,0,
SYC,Seychelles,Urbanisation,Environmental,,,,,,,,,1.71547823651628,
SYC,Seychelles,Urbanisation,Societal,,,,,,,,,1.71547823651628,
SYC,Seychelles,Voice and accountability,Political,,,,,,,,,0.2116492,
SYC,Seychelles,Voice and accountability,Societal,,,,,,,,,0.2116492,
SYC,Seychelles,Women in parliament,Political,,,,,,,,,21.2,
SYR,Syria,Access to justice,Societal,,,,,,,,,0.05,
SYR,Syria,Aid dependency,Economic,,,,,,,,,10,
SYR,Syria,Armed security officers,Security,,,,,,,,,,2.156
SYR,Syria,Battle-related deaths,Security,,,,,,,,,4.27198399382207,
SYR,Syria,Clientelism,Political,,,,,,,,,0.735,
SYR,Syria,Conflict risk,Security,,,,,,,,,10,
SYR,Syria,Control over territory,Security,,,,,,,,,67.4,
SYR,Syria,Corruption,Political,,,,,,,,,13,
SYR,Syria,Disaster risk,Environmental,,,,,,,,,5.6,
SYR,Syria,Education,Economic,,,,,,,,,0.416,
SYR,Syria,Food insecurity,Economic,,,,,,,,,5.6,
SYR,Syria,Food insecurity,Environmental,,,,,,,,,5.6,
SYR,Syria,Formal alliances,Security,,,,,,,3,,,
SYR,Syria,Gender inequality,Societal,,,,,,,,,0.547,
SYR,Syria,GINI,Societal,,,,,,,,32,,
SYR,Syria,Government effectiveness,Environmental,,,,,,,,,-1.671169,
SYR,Syria,Government effectiveness,Political,,,,,,,,,-1.671169,
SYR,Syria,Homicide rate,Security,2.2,,,,,,,,,
SYR,Syria,Horizontal inequality,Societal,,,,,,,,,-2.605,
SYR,Syria,Impact of terrorism,Security,,,,,,,,,8.006,
SYR,Syria,Infectious diseases,Environmental,,,,,,,,17.9456221723374,,
SYR,Syria,Judicial constraints,Political,,,,,,,,,0.101,
SYR,Syria,Legislative constraints,Political,,,,,,,,,0.12,
SYR,Syria,Non-state and one-sided violence,Security,,,,,,,,,54.548238052363,
SYR,Syria,Physical integrity,Political,,,,,,,,,0.028,
SYR,Syria,Police officers,Security,,,,,,,,,,1.054
SYR,Syria,Regional government independence,Political,,,,,,,,,0.503,
SYR,Syria,Regulatory quality,Economic,,,,,,,,,-1.795827,
SYR,Syria,Remoteness,Economic,,,,,,,3.65691542625427,,,
SYR,Syria,Rule of law,Environmental,,,,,,,,,-2.047868,
SYR,Syria,Rule of law,Security,,,,,,,,,-2.047868,
SYR,Syria,Share of women in labour force,Economic,,,,,,,,,,16.8268192290585
SYR,Syria,Socio-economic vulnerability,Economic,,,,,,,,,7.5,
SYR,Syria,Socio-economic vulnerability,Environmental,,,,,,,,,7.5,
SYR,Syria,Stability,Political,,,,,,,,,-2.739623,
SYR,Syria,Strength of civil society,Environmental,,,,,,,,,0.085,
SYR,Syria,Strength of civil society,Societal,,,,,,,,,0.085,
SYR,Syria,Unemployment rate,Economic,,,,,,,,,8.11999988555908,
SYR,Syria,Uprooted people,Societal,,,,,,,,,10,
SYR,Syria,Urbanisation,Environmental,,,,,,,,,0.277775495777377,
SYR,Syria,Urbanisation,Societal,,,,,,,,,0.277775495777377,
SYR,Syria,Voice and accountability,Political,,,,,,,,,-1.958449,
SYR,Syria,Voice and accountability,Societal,,,,,,,,,-1.958449,
SYR,Syria,Women in parliament,Political,,,,,,,,,13.2,
TCD,Chad,Access to justice,Societal,,,,,,,,,0.319,
TCD,Chad,Aid dependency,Economic,,,,,,,,,3,
TCD,Chad,Armed security officers,Security,,,,,,,,,,1.297
TCD,Chad,Battle-related deaths,Security,,,,,,,,,0.677594068195649,
TCD,Chad,Clientelism,Political,,,,,,,,,0.871,
TCD,Chad,Conflict risk,Security,,,,,,,,,7,
TCD,Chad,Control over territory,Security,,,,,,,,,70,
TCD,Chad,Corruption,Political,,,,,,,,,19,
TCD,Chad,Debt,Economic,,,,,,,,49.764,,
TCD,Chad,Disaster risk,Environmental,,,,,,,,,4.2,
TCD,Chad,Education,Economic,,,,,,,,,0.288,
TCD,Chad,Environmental performance,Environmental,,,,,,,,,45.34,
TCD,Chad,Food insecurity,Economic,,,,,,,,,8.5,
TCD,Chad,Food insecurity,Environmental,,,,,,,,,8.5,
TCD,Chad,Formal alliances,Security,,,,,,,3,,,
TCD,Chad,GDP growth,Economic,,,,,,,,,-0.415664166030837,
TCD,Chad,Gender discrimination,Security,,,,,,,,32.2,,
TCD,Chad,Gender inequality,Societal,,,,,,,,,0.701,
TCD,Chad,GINI,Societal,,,,,,,,34.7000007629395,,
TCD,Chad,Government effectiveness,Environmental,,,,,,,,,-1.528847,
TCD,Chad,Government effectiveness,Political,,,,,,,,,-1.528847,
TCD,Chad,Horizontal inequality,Societal,,,,,,,,,-0.676,
TCD,Chad,Impact of terrorism,Security,,,,,,,,,4.762,
TCD,Chad,Infectious diseases,Environmental,,,,,,,,506.589806103501,,
TCD,Chad,Judicial constraints,Political,,,,,,,,,0.141,
TCD,Chad,Legislative constraints,Political,,,,,,,,,0.092,
TCD,Chad,Non-state and one-sided violence,Security,,,,,,,,,0.121312109864132,
TCD,Chad,Physical integrity,Political,,,,,,,,,0.193,
TCD,Chad,Police officers,Security,,,,,,,,,,2.5
TCD,Chad,Regional government independence,Political,,,,,,,,,0.059,
TCD,Chad,Regulatory quality,Economic,,,,,,,,,-1.112313,
TCD,Chad,Remoteness,Economic,,,,,,,51.1317825317383,,,
TCD,Chad,Resource dependence,Economic,,,,,,,,21.9556724736543,,
TCD,Chad,Rule of law,Environmental,,,,,,,,,-1.305276,
TCD,Chad,Rule of law,Security,,,,,,,,,-1.305276,
TCD,Chad,Share of women in labour force,Economic,,,,,,,,,,83.3054818718026
TCD,Chad,Socio-economic vulnerability,Economic,,,,,,,,,7.5,
TCD,Chad,Socio-economic vulnerability,Environmental,,,,,,,,,7.5,
TCD,Chad,Stability,Political,,,,,,,,,-1.478995,
TCD,Chad,Strength of civil society,Environmental,,,,,,,,,0.476,
TCD,Chad,Strength of civil society,Societal,,,,,,,,,0.476,
TCD,Chad,Unemployment rate,Economic,,,,,,,,,2.22900009155273,
TCD,Chad,Uprooted people,Societal,,,,,,,,,8.5,
TCD,Chad,Urbanisation,Environmental,,,,,,,,,3.89908834293785,
TCD,Chad,Urbanisation,Societal,,,,,,,,,3.89908834293785,
TCD,Chad,Violent crime,Security,,,,,,,2.33333333333333,,,
TCD,Chad,Voice and accountability,Political,,,,,,,,,-1.45447,
TCD,Chad,Voice and accountability,Societal,,,,,,,,,-1.45447,
TCD,Chad,Women in parliament,Political,,,,,,,,,15.3,
TGO,Togo,Access to justice,Societal,,,,,,,,,0.48,
TGO,Togo,Aid dependency,Economic,,,,,,,,,2.6,
TGO,Togo,Armed security officers,Security,,,,,,,,,,1.171
TGO,Togo,Battle-related deaths,Security,,,,,,,,,0,
TGO,Togo,Clientelism,Political,,,,,,,,,0.489,
TGO,Togo,Conflict risk,Security,,,,,,,,,2.1,
TGO,Togo,Control over territory,Security,,,,,,,,,74.714,
TGO,Togo,Corruption,Political,,,,,,,,,30,
TGO,Togo,Debt,Economic,,,,,,,,,76.152,
TGO,Togo,Disaster risk,Environmental,,,,,,,,,2.9,
TGO,Togo,Education,Economic,,,,,,,,,0.514,
TGO,Togo,Environmental performance,Environmental,,,,,,,,,41.78,
TGO,Togo,Food insecurity,Economic,,,,,,,,,4.3,
TGO,Togo,Food insecurity,Environmental,,,,,,,,,4.3,
TGO,Togo,Formal alliances,Security,,,,,,,5,,,
TGO,Togo,GDP growth,Economic,,,,,,,,,2.34988406471244,
TGO,Togo,Gender discrimination,Security,,,,,,,,24.7,,
TGO,Togo,Gender inequality,Societal,,,,,,,,,0.566,
TGO,Togo,GINI,Societal,,,,,,,,33.7999992370605,,
TGO,Togo,Government effectiveness,Environmental,,,,,,,,,-1.057791,
TGO,Togo,Government effectiveness,Political,,,,,,,,,-1.057791,
TGO,Togo,Horizontal inequality,Societal,,,,,,,,,0.047,
TGO,Togo,Impact of terrorism,Security,,,,,,,,,0,
TGO,Togo,Infectious diseases,Environmental,,,,,,,,296.316802653495,,
TGO,Togo,Judicial constraints,Political,,,,,,,,,0.159,
TGO,Togo,Legislative constraints,Political,,,,,,,,,0.4,
TGO,Togo,NEET,Economic,,,,,,9.85,,,,
TGO,Togo,Non-state and one-sided violence,Security,,,,,,,,,0,
TGO,Togo,Physical integrity,Political,,,,,,,,,0.34,
TGO,Togo,Police officers,Security,,,,,,,,,,1.5
TGO,Togo,Regional government independence,Political,,,,,,,,,0,
TGO,Togo,Regulatory quality,Economic,,,,,,,,,-0.6506074,
TGO,Togo,Remoteness,Economic,,,,,,,43.4027862548828,,,
TGO,Togo,Resource dependence,Economic,,,,,,,,16.4416229032409,,
TGO,Togo,Rule of law,Environmental,,,,,,,,,-0.5908715,
TGO,Togo,Rule of law,Security,,,,,,,,,-0.5908715,
TGO,Togo,Share of women in labour force,Economic,,,,,,,,,,95.620318639659
TGO,Togo,Socio-economic vulnerability,Economic,,,,,,,,,6.4,
TGO,Togo,Socio-economic vulnerability,Environmental,,,,,,,,,6.4,
TGO,Togo,Stability,Political,,,,,,,,,-0.9817027,
TGO,Togo,Strength of civil society,Environmental,,,,,,,,,0.433,
TGO,Togo,Strength of civil society,Societal,,,,,,,,,0.433,
TGO,Togo,Unemployment rate,Economic,,,,,,,,,1.66799998283386,
TGO,Togo,Uprooted people,Societal,,,,,,,,,3.6,
TGO,Togo,Urbanisation,Environmental,,,,,,,,,3.74927250235742,
TGO,Togo,Urbanisation,Societal,,,,,,,,,3.74927250235742,
TGO,Togo,Violent crime,Security,,,,,,,0.333333333333333,,,
TGO,Togo,Voice and accountability,Political,,,,,,,,,-0.7431359,
TGO,Togo,Voice and accountability,Societal,,,,,,,,,-0.7431359,
TGO,Togo,Women in parliament,Political,,,,,,,,,17.6,
THA,Thailand,Access to justice,Societal,,,,,,,,,0.364,
THA,Thailand,Aid dependency,Economic,,,,,,,,,0.2,
THA,Thailand,Armed security officers,Security,,,,,,,,,,1.793
THA,Thailand,Battle-related deaths,Security,,,,,,,,,0.0505523632497966,
THA,Thailand,Clientelism,Political,,,,,,,,,0.585,
THA,Thailand,Conflict risk,Security,,,,,,,,,4.8,
THA,Thailand,Control over territory,Security,,,,,,,,,96,
THA,Thailand,Corruption,Political,,,,,,,,,36,
THA,Thailand,Debt,Economic,,,,,,,,,42.075,
THA,Thailand,Disaster risk,Environmental,,,,,,,,,6.2,
THA,Thailand,Education,Economic,,,,,,,,,0.665,
THA,Thailand,Environmental performance,Environmental,,,,,,,,,49.88,
THA,Thailand,Food insecurity,Economic,,,,,,,,,2.7,
THA,Thailand,Food insecurity,Environmental,,,,,,,,,2.7,
THA,Thailand,Formal alliances,Security,,,,,,,5,,,
THA,Thailand,GDP growth,Economic,,,,,,,,,3.80126980966607,
THA,Thailand,Gender discrimination,Security,,,,,,,,22.7,,
THA,Thailand,Gender inequality,Societal,,,,,,,,,0.377,
THA,Thailand,GINI,Societal,,,,,,,,37.8499984741211,,
THA,Thailand,Government effectiveness,Environmental,,,,,,,,,0.3499596,
THA,Thailand,Government effectiveness,Political,,,,,,,,,0.3499596,
THA,Thailand,Homicide rate,Security,,,,,,,3.2,,,
THA,Thailand,Horizontal inequality,Societal,,,,,,,,,-0.926,
THA,Thailand,Impact of terrorism,Security,,,,,,,,,6.029,
THA,Thailand,Infectious diseases,Environmental,,,,,,,,103.639842531004,,
THA,Thailand,Judicial constraints,Political,,,,,,,,,0.536,
THA,Thailand,Legislative constraints,Political,,,,,,,,,0.052,
THA,Thailand,NEET,Economic,,,,,,,,,14.78,
THA,Thailand,Non-state and one-sided violence,Security,,,,,,,,,0.0245567173086597,
THA,Thailand,Physical integrity,Political,,,,,,,,,0.207,
THA,Thailand,Police officers,Security,,,,,,,,,,2.617
THA,Thailand,Regional government independence,Political,,,,,,,,,0,
THA,Thailand,Regulatory quality,Economic,,,,,,,,,0.1116317,
THA,Thailand,Remoteness,Economic,,,,,,,43.369499206543,,,
THA,Thailand,Resource dependence,Economic,,,,,,,,1.67449140893826,,
THA,Thailand,Rule of law,Environmental,,,,,,,,,0.0232979,
THA,Thailand,Rule of law,Security,,,,,,,,,0.0232979,
THA,Thailand,Share of women in labour force,Economic,,,,,,,,,,77.9653921309038
THA,Thailand,Socio-economic vulnerability,Economic,,,,,,,,,2.3,
THA,Thailand,Socio-economic vulnerability,Environmental,,,,,,,,,2.3,
THA,Thailand,Stability,Political,,,,,,,,,-0.733099,
THA,Thailand,Strength of civil society,Environmental,,,,,,,,,0.39,
THA,Thailand,Strength of civil society,Societal,,,,,,,,,0.39,
THA,Thailand,Unemployment rate,Economic,,,,,,,,,0.665000021457672,
THA,Thailand,Uprooted people,Societal,,,,,,,,,5.5,
THA,Thailand,Urbanisation,Environmental,,,,,,,,,1.82633349063983,
THA,Thailand,Urbanisation,Societal,,,,,,,,,1.82633349063983,
THA,Thailand,Violent crime,Security,,,,,,,2.66666666666667,,,
THA,Thailand,Voice and accountability,Political,,,,,,,,,-1.005582,
THA,Thailand,Voice and accountability,Societal,,,,,,,,,-1.005582,
THA,Thailand,Women in parliament,Political,,,,,,,,,5.3,
TJK,Tajikistan,Access to justice,Societal,,,,,,,,,0.241,
TJK,Tajikistan,Aid dependency,Economic,,,,,,,,,4.2,
TJK,Tajikistan,Armed security officers,Security,,,,,,,,,,1.15
TJK,Tajikistan,Battle-related deaths,Security,,,,,,,,,0,
TJK,Tajikistan,Clientelism,Political,,,,,,,,,0.779,
TJK,Tajikistan,Conflict risk,Security,,,,,,,,,4.6,
TJK,Tajikistan,Control over territory,Security,,,,,,,,,89.75,
TJK,Tajikistan,Corruption,Political,,,,,,,,,25,
TJK,Tajikistan,Debt,Economic,,,,,,,,50.392,,
TJK,Tajikistan,Disaster risk,Environmental,,,,,,,,,5.8,
TJK,Tajikistan,Education,Economic,,,,,,,,,0.673,
TJK,Tajikistan,Environmental performance,Environmental,,,,,,,,,47.85,
TJK,Tajikistan,Food insecurity,Economic,,,,,,,,,4,
TJK,Tajikistan,Food insecurity,Environmental,,,,,,,,,4,
TJK,Tajikistan,Formal alliances,Security,,,,,,,13,,,
TJK,Tajikistan,GDP growth,Economic,,,,,,,,,4.69946434079498,
TJK,Tajikistan,Gender discrimination,Security,,,,,,,,20.2,,
TJK,Tajikistan,Gender inequality,Societal,,,,,,,,,0.377,
TJK,Tajikistan,GINI,Societal,,,,,,,,30.7600002288818,,
TJK,Tajikistan,Government effectiveness,Environmental,,,,,,,,,-1.097704,
TJK,Tajikistan,Government effectiveness,Political,,,,,,,,,-1.097704,
TJK,Tajikistan,Homicide rate,Security,,1.6,,,,,,,,
TJK,Tajikistan,Horizontal inequality,Societal,,,,,,,,,0.279,
TJK,Tajikistan,Impact of terrorism,Security,,,,,,,,,3.947,
TJK,Tajikistan,Infectious diseases,Environmental,,,,,,,,92.5659130257056,,
TJK,Tajikistan,Judicial constraints,Political,,,,,,,,,0.151,
TJK,Tajikistan,Legislative constraints,Political,,,,,,,,,0.087,
TJK,Tajikistan,Non-state and one-sided violence,Security,,,,,,,,,0.0146506703322644,
TJK,Tajikistan,Physical integrity,Political,,,,,,,,,0.185,
TJK,Tajikistan,Police officers,Security,,,,,,,,,,2.5
TJK,Tajikistan,Regional government independence,Political,,,,,,,,,0.014,
TJK,Tajikistan,Regulatory quality,Economic,,,,,,,,,-1.048576,
TJK,Tajikistan,Remoteness,Economic,,,,,,,43.6651229858398,,,
TJK,Tajikistan,Resource dependence,Economic,,,,,,,,5.68812891414078,,
TJK,Tajikistan,Rule of law,Environmental,,,,,,,,,-1.282616,
TJK,Tajikistan,Rule of law,Security,,,,,,,,,-1.282616,
TJK,Tajikistan,Share of women in labour force,Economic,,,,,,,,,,46.2287290835643
TJK,Tajikistan,Socio-economic vulnerability,Economic,,,,,,,,,4.5,
TJK,Tajikistan,Socio-economic vulnerability,Environmental,,,,,,,,,4.5,
TJK,Tajikistan,Stability,Political,,,,,,,,,-0.7243188,
TJK,Tajikistan,Strength of civil society,Environmental,,,,,,,,,0.125,
TJK,Tajikistan,Strength of civil society,Societal,,,,,,,,,0.125,
TJK,Tajikistan,Unemployment rate,Economic,,,,,,,,,10.9219999313354,
TJK,Tajikistan,Uprooted people,Societal,,,,,,,,,2,
TJK,Tajikistan,Urbanisation,Environmental,,,,,,,,,3.01521456211187,
TJK,Tajikistan,Urbanisation,Societal,,,,,,,,,3.01521456211187,
TJK,Tajikistan,Violent crime,Security,,,,,,,2,,,
TJK,Tajikistan,Voice and accountability,Political,,,,,,,,,-1.689398,
TJK,Tajikistan,Voice and accountability,Societal,,,,,,,,,-1.689398,
TJK,Tajikistan,Women in parliament,Political,,,,,,,,,19,
TKM,Turkmenistan,Access to justice,Societal,,,,,,,,,0.253,
TKM,Turkmenistan,Aid dependency,Economic,,,,,,,,,0,
TKM,Turkmenistan,Armed security officers,Security,,,,,,,,,,1.961
TKM,Turkmenistan,Battle-related deaths,Security,,,,,,,,,0,
TKM,Turkmenistan,Clientelism,Political,,,,,,,,,0.743,
TKM,Turkmenistan,Conflict risk,Security,,,,,,,,,0.8,
TKM,Turkmenistan,Control over territory,Security,,,,,,,,,97.6,
TKM,Turkmenistan,Corruption,Political,,,,,,,,,20,
TKM,Turkmenistan,Debt,Economic,,,,,,,,28.82,,
TKM,Turkmenistan,Disaster risk,Environmental,,,,,,,,,3.7,
TKM,Turkmenistan,Education,Economic,,,,,,,,,0.628,
TKM,Turkmenistan,Environmental performance,Environmental,,,,,,,,,66.1,
TKM,Turkmenistan,Food insecurity,Economic,,,,,,,,,2,
TKM,Turkmenistan,Food insecurity,Environmental,,,,,,,,,2,
TKM,Turkmenistan,Formal alliances,Security,,,,,,,8,,,
TKM,Turkmenistan,GDP growth,Economic,,,,,,,,,4.50761616187347,
TKM,Turkmenistan,GINI,Societal,,,,,,,,26.5,,
TKM,Turkmenistan,Government effectiveness,Environmental,,,,,,,,,-1.044102,
TKM,Turkmenistan,Government effectiveness,Political,,,,,,,,,-1.044102,
TKM,Turkmenistan,Horizontal inequality,Societal,,,,,,,,,0.11,
TKM,Turkmenistan,Impact of terrorism,Security,,,,,,,,,0,
TKM,Turkmenistan,Infectious diseases,Environmental,,,,,,,,37.0497286972091,,
TKM,Turkmenistan,Judicial constraints,Political,,,,,,,,,0.191,
TKM,Turkmenistan,Legislative constraints,Political,,,,,,,,,0.046,
TKM,Turkmenistan,Non-state and one-sided violence,Security,,,,,,,,,0,
TKM,Turkmenistan,Physical integrity,Political,,,,,,,,,0.319,
TKM,Turkmenistan,Police officers,Security,,,,,,,,,,3.25
TKM,Turkmenistan,Regional government independence,Political,,,,,,,,,0.087,
TKM,Turkmenistan,Regulatory quality,Economic,,,,,,,,,-1.998719,
TKM,Turkmenistan,Remoteness,Economic,,,,,,,39.0807189941406,,,
TKM,Turkmenistan,Resource dependence,Economic,,,,,,,,17.4153086521396,,
TKM,Turkmenistan,Rule of law,Environmental,,,,,,,,,-1.452363,
TKM,Turkmenistan,Rule of law,Security,,,,,,,,,-1.452363,
TKM,Turkmenistan,Share of women in labour force,Economic,,,,,,,,,,67.3723804474452
TKM,Turkmenistan,Socio-economic vulnerability,Economic,,,,,,,,,1.6,
TKM,Turkmenistan,Socio-economic vulnerability,Environmental,,,,,,,,,1.6,
TKM,Turkmenistan,Stability,Political,,,,,,,,,-0.0068957,
TKM,Turkmenistan,Strength of civil society,Environmental,,,,,,,,,0.034,
TKM,Turkmenistan,Strength of civil society,Societal,,,,,,,,,0.034,
TKM,Turkmenistan,Unemployment rate,Economic,,,,,,,,,3.78299999237061,
TKM,Turkmenistan,Uprooted people,Societal,,,,,,,,,0,
TKM,Turkmenistan,Urbanisation,Environmental,,,,,,,,,2.46291758371658,
TKM,Turkmenistan,Urbanisation,Societal,,,,,,,,,2.46291758371658,
TKM,Turkmenistan,Violent crime,Security,,,,,,,0.666666666666667,,,
TKM,Turkmenistan,Voice and accountability,Political,,,,,,,,,-2.143717,
TKM,Turkmenistan,Voice and accountability,Societal,,,,,,,,,-2.143717,
TKM,Turkmenistan,Women in parliament,Political,,,,,,,,,24.8,
TLS,Timor-Leste,Access to justice,Societal,,,,,,,,,0.498,
TLS,Timor-Leste,Aid dependency,Economic,,,,,,,,,4.1,
TLS,Timor-Leste,Armed security officers,Security,,,,,,,,,,1.23
TLS,Timor-Leste,Battle-related deaths,Security,,,,,,,,,0,
TLS,Timor-Leste,Clientelism,Political,,,,,,,,,0.452,
TLS,Timor-Leste,Conflict risk,Security,,,,,,,,,2.1,
TLS,Timor-Leste,Control over territory,Security,,,,,,,,,96,
TLS,Timor-Leste,Corruption,Political,,,,,,,,,35,
TLS,Timor-Leste,Debt,Economic,,,,,,,,4.283,,
TLS,Timor-Leste,Disaster risk,Environmental,,,,,,,,,4.5,
TLS,Timor-Leste,Education,Economic,,,,,,,,,0.496,
TLS,Timor-Leste,Environmental performance,Environmental,,,,,,,,,49.54,
TLS,Timor-Leste,Food insecurity,Economic,,,,,,,,,6.5,
TLS,Timor-Leste,Food insecurity,Environmental,,,,,,,,,6.5,
TLS,Timor-Leste,Formal alliances,Security,,,,,,,1,,,
TLS,Timor-Leste,GDP growth,Economic,,,,,,,,,0.810280798817004,
TLS,Timor-Leste,Gender discrimination,Security,,,,,,,,34.4,,
TLS,Timor-Leste,GINI,Societal,,,,,,,,31.5599994659424,,
TLS,Timor-Leste,Government effectiveness,Environmental,,,,,,,,,-0.9826074,
TLS,Timor-Leste,Government effectiveness,Political,,,,,,,,,-0.9826074,
TLS,Timor-Leste,Homicide rate,Security,,,,,,3.9,,,,
TLS,Timor-Leste,Horizontal inequality,Societal,,,,,,,,,1.228,
TLS,Timor-Leste,Impact of terrorism,Security,,,,,,,,,0,
TLS,Timor-Leste,Infectious diseases,Environmental,,,,,,,,102.670102125734,,
TLS,Timor-Leste,Judicial constraints,Political,,,,,,,,,0.593,
TLS,Timor-Leste,Legislative constraints,Political,,,,,,,,,0.615,
TLS,Timor-Leste,NEET,Economic,,,,,,,20.95,,,
TLS,Timor-Leste,Non-state and one-sided violence,Security,,,,,,,,,0,
TLS,Timor-Leste,Physical integrity,Political,,,,,,,,,0.895,
TLS,Timor-Leste,Police officers,Security,,,,,,,,,,1.5
TLS,Timor-Leste,Regional government independence,Political,,,,,,,,,0.494,
TLS,Timor-Leste,Regulatory quality,Economic,,,,,,,,,-0.7858377,
TLS,Timor-Leste,Remoteness,Economic,,,,,,,70.9173202514648,,,
TLS,Timor-Leste,Resource dependence,Economic,,,,,,,,31.4584451573267,,
TLS,Timor-Leste,Rule of law,Environmental,,,,,,,,,-1.127902,
TLS,Timor-Leste,Rule of law,Security,,,,,,,,,-1.127902,
TLS,Timor-Leste,Share of women in labour force,Economic,,,,,,,,,,47.3568850681823
TLS,Timor-Leste,Socio-economic vulnerability,Economic,,,,,,,,,5,
TLS,Timor-Leste,Socio-economic vulnerability,Environmental,,,,,,,,,5,
TLS,Timor-Leste,Stability,Political,,,,,,,,,0.298182,
TLS,Timor-Leste,Strength of civil society,Environmental,,,,,,,,,0.84,
TLS,Timor-Leste,Strength of civil society,Societal,,,,,,,,,0.84,
TLS,Timor-Leste,Unemployment rate,Economic,,,,,,,,,2.99900007247925,
TLS,Timor-Leste,Uprooted people,Societal,,,,,,,,,0,
TLS,Timor-Leste,Urbanisation,Environmental,,,,,,,,,3.17214092895255,
TLS,Timor-Leste,Urbanisation,Societal,,,,,,,,,3.17214092895255,
TLS,Timor-Leste,Voice and accountability,Political,,,,,,,,,0.3397629,
TLS,Timor-Leste,Voice and accountability,Societal,,,,,,,,,0.3397629,
TLS,Timor-Leste,Women in parliament,Political,,,,,,,,,33.8,
TTO,Trinidad & Tobago,Access to justice,Societal,,,,,,,,,0.933,
TTO,Trinidad & Tobago,Aid dependency,Economic,,,,,,,,,0.2,
TTO,Trinidad & Tobago,Armed security officers,Security,,,,,,,,,,1.443
TTO,Trinidad & Tobago,Battle-related deaths,Security,,,,,,,,,0,
TTO,Trinidad & Tobago,Clientelism,Political,,,,,,,,,0.318,
TTO,Trinidad & Tobago,Conflict risk,Security,,,,,,,,,0.6,
TTO,Trinidad & Tobago,Control over territory,Security,,,,,,,,,95.714,
TTO,Trinidad & Tobago,Corruption,Political,,,,,,,,,41,
TTO,Trinidad & Tobago,Debt,Economic,,,,,,,,,45.065,
TTO,Trinidad & Tobago,Disaster risk,Environmental,,,,,,,,,3,
TTO,Trinidad & Tobago,Education,Economic,,,,,,,,,0.728,
